"","Order","ID","FID_1","FirstID","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2","Area_ha","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_PersonsPerDwellingUnit"
"3501",3501,2903,2903,3643,NA,NA,NA,NA,NA,NA,1,517305.6533,2176047.8,"N1E4","6","NONE",2901.786,0.2901786,"",0,0,0.041025641,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",75.07246377,3290,10,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.94784458834413,66.2140499537465,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
"3502",3502,2904,2904,3650,NA,NA,NA,NA,NA,NA,1,517359.2723,2175838.203,"N1E4","12","W",4035.476,0.4035476,"",0,0,0.029761905,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",104.3940796,4575,14,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",12.4436509404872,92.0830169596053,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3503",3503,2905,2905,3651,NA,NA,NA,NA,NA,NA,1,517602.2287,2175779.278,"N1E4","13","NONE",4402.821,0.4402821,"",0,0,0.016042781,7,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",113.9093432,4992,15,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",13.5763829787234,100.465234042553,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3504",3504,2906,2906,3632,NA,NA,NA,NA,NA,NA,1,517497.2189,2176205.425,"N1E4","1","NW",4139.159,0.4139159,"",0,0,0.053763441,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",107.0866482,4693,14,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",12.7633641689793,94.4488948504471,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
"3505",3505,2907,2907,3633,NA,NA,NA,NA,NA,NA,1,517492.8789,2176142.823,"N1E4","1","SW",1576.648,0.1576648,"",0,0,0.037735849,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",40.79925994,1788,6,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.86169596053037,35.9765501079248,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3506",3506,2908,2908,3634,NA,NA,NA,NA,NA,NA,1,517573.8621,2176131.474,"N1E4","1","S",3826.035,0.3826035,"",0,0,0.019230769,4,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",98.98612396,4338,13,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",11.7978260869565,87.3039130434783,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3507",3507,2909,2909,3638,NA,NA,NA,NA,NA,NA,1,517463.4271,2176051.886,"N1E4","2","W",2720.943,0.2720943,"",0,0,0.081081081,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",70.39469627,3085,10,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.39020351526364,62.087506012951,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3508",3508,2910,2910,3653,3638,NA,NA,NA,NA,NA,2,517531.6419,2176031.46,"N1E4","15","NONE",764.624,0.0764624,"",0,0,0.019736842,5,"yes","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",19.78353377,867,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.35776749922911,17.4474794942954,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3509",3509,2911,2911,3644,NA,NA,NA,NA,NA,NA,1,517333.7706,2176147.172,"N1E4","7","NONE",3360.738,0.3360738,"",0,0,0,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",86.93802035,3810,12,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",10.3630527289547,76.6865901942646,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
"3510",3510,2912,2912,3647,NA,NA,NA,NA,NA,NA,1,517242.6226,2176057.21,"N1E4","10","NONE",2187.169,0.2187169,"",0,0,0,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",56.58957755,2480,8,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",6.74427690410114,49.9076490903484,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
"3511",3511,2913,2913,3640,NA,NA,NA,NA,NA,NA,1,517277.3759,2175897.77,"N1E4","4","W",1264.203,0.1264203,"",0,0,0.00990099,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",32.69873574,1433,4,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.89825161887142,28.8470619796485,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3512",3512,2914,2914,3641,NA,NA,NA,NA,NA,NA,1,517266.1282,2175845.362,"N1E4","4","E",1139.179,0.1139179,"",0,0,0.04,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",29.48134443,1292,4,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.5127320382362,25.9942170829479,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3513",3513,2915,2915,3639,NA,NA,NA,NA,NA,NA,1,517194.7659,2175921.01,"N1E4","3","NONE",2387.932,0.2387932,"",0,0,0.023346304,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",61.76934937,2707,8,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.36334258402713,54.4887351218008,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3514",3514,2916,2916,3639,NA,NA,NA,NA,NA,NA,1,517159.8127,2175867.384,"N1E4","3","NONE",1518.9,0.15189,"",0,0,0.023346304,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",39.29324699,1722,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.6836262719704,34.6588344125809,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3515",3515,2917,2917,3733,NA,NA,NA,NA,NA,NA,1,517985.9753,2175777.934,"N1E5","8","NONE",877.173,0.0877173,"",0,0,0,5,"","",3,"residence of uncertain status",31,"street or avenue",4,"apartment compound",14,"access-way (alley, street, avenue, etc.)","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",22.70428615,995,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.70481961147086,20.0156651248844,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3516",3516,2918,2918,3864,NA,NA,NA,NA,NA,NA,1,519006.588,2175777.013,"N1E7","11","NONE",2459.906,0.2459906,"",0,0,0.259259259,7,"","",24,"obsidian workshop",3,"residence of uncertain status",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","Obsidian Workshop",3,"residence of uncertain status",20.35399322,892,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.58527906259636,56.1310650632131,NA,0,"","",NA,"",8,0,1,1,0,NA,0,0,"",7.4
"3517",3517,2919,2919,3863,NA,NA,NA,NA,NA,NA,1,518935.6452,2175799.105,"N1E7","10","NONE",786.378,0.0786378,"",0,0,0.245014245,4,"Yes","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",63.64045637,2789,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.42484736355227,17.9438704902868,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3518",3518,2920,2920,3861,NA,NA,NA,NA,NA,NA,1,518922.0124,2175709.738,"N1E7","9","NONE",2202.074,0.2202074,"",0,0,0.364197531,5,"","",3,"residence of uncertain status",24,"obsidian workshop",4,"apartment compound",2,"room group","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",56.97748998,2497,8,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",6.79023743447425,50.2477570151095,NA,0,"","",NA,"",8,0,1,1,0,NA,0,0,"",7.4
"3519",3519,2921,2921,3860,NA,NA,NA,NA,NA,NA,1,518919.3178,2175630.796,"N1E7","7","NONE",4280.697,0.4280697,"",0,0,0.403755869,4,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",110.7375887,4853,15,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",13.1998057354302,97.6785624421832,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",7.4
"3520",3520,2922,2922,3865,NA,NA,NA,NA,NA,NA,1,518968.9854,2175648.245,"N1E7","12","NONE",774.537,0.0774537,"",0,0,0.346456693,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",20.03453592,878,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.38833487511563,17.6736780758557,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",7.4
"3521",3521,2923,2923,3868,NA,NA,NA,NA,NA,NA,1,518955.3279,2175594.447,"N1E7","14","NONE",1489.802,0.1489802,"",0,0,0.105769231,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",38.54024052,1689,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.59390070921986,33.994865248227,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",7.4
"3522",3522,2924,2924,3870,NA,NA,NA,NA,NA,NA,1,519011.8921,2175634.111,"N1E7","16","NONE",1965.979,0.1965979,"",0,0,0.188888889,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",50.86216466,2229,7,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",6.06222325007709,44.8604520505705,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",7.4
"3523",3523,2925,2925,3871,NA,NA,NA,NA,NA,NA,1,518587.0677,2175526.399,"N1E7","17","NONE",2651.04,0.265104,"",0,0,0.069230769,4,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",68.5920444,3006,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.17465309898242,60.4924329324699,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3524",3524,2926,2926,2275,NA,NA,NA,NA,NA,NA,1,515738.9518,2176550.537,"N1W1","15","K",298.668,0.0298668,"",0,0,0,-1,"","",3,"residence of uncertain status",17,"""civic"" structure, but not a temple",2,"room group",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",7.735430157,339,1,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",0.920962072155412,6.81511933395005,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu Platform NW",3,0,0,1,0,NA,0,0,"",7.4
"3525",3525,2927,2927,2867,NA,NA,NA,NA,NA,NA,1,515952.5923,2176701.286,"N2E1","110","NONE",222.012,0.0222012,"",0,0,0,1,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",2,"room group",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",5.750231267,252,1,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",0.684588344125809,5.06595374653099,NA,0,"","",NA,"Street of the Dead House",2,0,0,1,0,NA,0,0,"",7.4
"3526",3526,2928,2928,1664,NA,NA,NA,NA,NA,NA,1,515345.5901,2177139.37,"N2W2","70","NONE",2516.943,0.2516943,"",0,0,NA,-1,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",65.12365094,2854,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.76115633672525,57.4325568917669,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"3527",3527,2929,2929,4226,NA,NA,NA,NA,NA,NA,1,515609.1269,2176123.898,"S1W1","2","NONE",3086.2,0.30862,"",0,0,0.088235294,1,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",79.84150478,3499,11,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",9.51649707061363,70.4220783225409,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
